Datetime,TNI,cash
2013-08-05 00:00:00+00:00,0.0,111418772.56409952
2013-08-06 00:00:00+00:00,0.0,115839561.2020673
2013-08-07 00:00:00+00:00,0.0,115839561.2020673
2013-08-08 00:00:00+00:00,0.0,115839561.2020673
2013-08-09 00:00:00+00:00,0.0,115839561.2020673
2013-08-12 00:00:00+00:00,0.0,115839561.2020673
2013-08-13 00:00:00+00:00,0.0,116486321.01725204
2013-08-14 00:00:00+00:00,0.0,116486321.01725204
2013-08-15 00:00:00+00:00,0.0,116486321.01725204
2013-08-16 00:00:00+00:00,0.0,116486321.01725204
2013-08-19 00:00:00+00:00,0.0,116486321.01725204
2013-08-20 00:00:00+00:00,0.0,117704000.0828631
2013-08-21 00:00:00+00:00,0.0,117704000.0828631
2013-08-22 00:00:00+00:00,0.0,117704000.0828631
2013-08-23 00:00:00+00:00,0.0,117704000.0828631
2013-08-26 00:00:00+00:00,0.0,117704000.0828631
2013-08-27 00:00:00+00:00,0.0,118825780.59880905
2013-08-28 00:00:00+00:00,0.0,118825780.59880905
2013-08-29 00:00:00+00:00,0.0,118825780.59880905
2013-08-30 00:00:00+00:00,0.0,118825780.59880905
2013-09-03 00:00:00+00:00,0.0,118825780.59880905
2013-09-04 00:00:00+00:00,0.0,114846870.17209777
2013-09-05 00:00:00+00:00,0.0,114846870.17209777
2013-09-06 00:00:00+00:00,0.0,114846870.17209777
2013-09-09 00:00:00+00:00,0.0,114846870.17209777
2013-09-10 00:00:00+00:00,0.0,114846870.17209777
2013-09-11 00:00:00+00:00,0.0,116962271.33808304
2013-09-12 00:00:00+00:00,0.0,116962271.33808304
2013-09-13 00:00:00+00:00,0.0,116962271.33808304
2013-09-16 00:00:00+00:00,0.0,116962271.33808304
2013-09-17 00:00:00+00:00,0.0,116962271.33808304
2013-09-18 00:00:00+00:00,0.0,116563889.89483838
2013-09-19 00:00:00+00:00,0.0,116563889.89483838
2013-09-20 00:00:00+00:00,0.0,116563889.89483838
2013-09-23 00:00:00+00:00,0.0,116563889.89483838
2013-09-24 00:00:00+00:00,0.0,116563889.89483838
2013-09-25 00:00:00+00:00,0.0,117153261.26340736
2013-09-26 00:00:00+00:00,0.0,117153261.26340736
2013-09-27 00:00:00+00:00,0.0,117153261.26340736
2013-09-30 00:00:00+00:00,0.0,117153261.26340736
2013-10-01 00:00:00+00:00,0.0,117153261.26340736
2013-10-02 00:00:00+00:00,0.0,119514795.21894836
2013-10-03 00:00:00+00:00,0.0,119514795.21894836
2013-10-04 00:00:00+00:00,0.0,119514795.21894836
2013-10-07 00:00:00+00:00,0.0,119514795.21894836
2013-10-08 00:00:00+00:00,0.0,119514795.21894836
2013-10-09 00:00:00+00:00,0.0,121430228.52990039
2013-10-10 00:00:00+00:00,0.0,121430228.52990039
2013-10-11 00:00:00+00:00,0.0,121430228.52990039
2013-10-14 00:00:00+00:00,0.0,121430228.52990039
2013-10-15 00:00:00+00:00,0.0,121430228.52990039
2013-10-16 00:00:00+00:00,0.0,121597504.41105315
2013-10-17 00:00:00+00:00,0.0,121597504.41105315
2013-10-18 00:00:00+00:00,0.0,121597504.41105315
2013-10-21 00:00:00+00:00,0.0,121597504.41105315
2013-10-22 00:00:00+00:00,0.0,121597504.41105315
2013-10-23 00:00:00+00:00,0.0,123691858.46272235
2013-10-24 00:00:00+00:00,0.0,123691858.46272235
2013-10-25 00:00:00+00:00,0.0,123691858.46272235
2013-10-28 00:00:00+00:00,0.0,123691858.46272235
2013-10-29 00:00:00+00:00,0.0,123691858.46272235
2013-10-30 00:00:00+00:00,0.0,123938722.0037726
2013-10-31 00:00:00+00:00,0.0,123938722.0037726
2013-11-01 00:00:00+00:00,0.0,123938722.0037726
2013-11-04 00:00:00+00:00,0.0,123938722.0037726
2013-11-05 00:00:00+00:00,0.0,123938722.0037726
2013-11-06 00:00:00+00:00,0.0,123854322.93951094
2013-11-07 00:00:00+00:00,0.0,123854322.93951094
